T,RH,grid_emission_factor,E_tot,E_el,E_th,CO2_Out,Point
-20.0,60.0,0.05,0.0,0.0,0.0,0.0,1
-20.0,60.0,0.05,23.4627,3.7351,19.7276,347.8159,2
-20.0,80.0,0.05,0.0,0.0,0.0,0.0,1
-20.0,80.0,0.05,24.0366,4.1368,19.8998,395.6382,2
-20.0,100.0,0.05,0.0,0.0,0.0,0.0,1
-20.0,100.0,0.05,23.4686,3.7357,19.733,409.8874,2
-10.0,5.0,0.05,0.0,0.0,0.0,0.0,1
-10.0,5.0,0.05,35.2444,3.1862,32.0582,163.7322,2
-10.0,20.0,0.05,0.0,0.0,0.0,0.0,1
-10.0,20.0,0.05,24.3376,3.2827,21.0549,308.2059,2
-10.0,40.0,0.05,0.0,0.0,0.0,0.0,1
-10.0,40.0,0.05,21.9325,2.9637,18.9688,391.081,2
-10.0,60.0,0.05,0.0,0.0,0.0,0.0,1
-10.0,60.0,0.05,21.0037,3.0463,17.9574,435.619,2
-10.0,80.0,0.05,0.0,0.0,0.0,0.0,1
-10.0,80.0,0.05,20.508,2.7001,17.8079,453.9442,2
-10.0,100.0,0.05,0.0,0.0,0.0,0.0,1
-10.0,100.0,0.05,22.0575,2.6095,19.448,468.7274,2
0.0,5.0,0.05,0.0,0.0,0.0,0.0,1
0.0,5.0,0.05,25.8475,2.7438,23.1038,238.747,2
0.0,20.0,0.05,0.0,0.0,0.0,0.0,1
0.0,20.0,0.05,20.1426,2.539,17.6035,373.2005,2
0.0,40.0,0.05,0.0,0.0,0.0,0.0,1
0.0,40.0,0.05,19.5286,2.5721,16.9565,441.768,2
0.0,60.0,0.05,0.0,0.0,0.0,0.0,1
0.0,60.0,0.05,18.9206,2.3938,16.5268,470.013,2
0.0,80.0,0.05,0.0,0.0,0.0,0.0,1
0.0,80.0,0.05,20.2581,2.3965,17.8616,489.0973,2
0.0,100.0,0.05,0.0,0.0,0.0,0.0,1
0.0,100.0,0.05,22.042,2.122,19.92,489.2669,2
10.0,5.0,0.05,0.0,0.0,0.0,0.0,1
10.0,5.0,0.05,22.4792,2.6638,19.8154,289.5605,2
10.0,20.0,0.05,0.0,0.0,0.0,0.0,1
10.0,20.0,0.05,18.2902,2.4636,15.8266,402.4593,2
10.0,40.0,0.05,0.0,0.0,0.0,0.0,1
10.0,40.0,0.05,17.3954,2.3188,15.0766,454.5,2
10.0,60.0,0.05,0.0,0.0,0.0,0.0,1
10.0,60.0,0.05,17.9817,2.2731,15.7086,481.615,2
10.0,80.0,0.05,0.0,0.0,0.0,0.0,1
10.0,80.0,0.05,19.1313,2.2215,16.9098,487.0984,2
10.0,100.0,0.05,0.0,0.0,0.0,0.0,1
10.0,100.0,0.05,20.6479,1.7648,18.8831,473.9813,2
20.0,5.0,0.05,0.0,0.0,0.0,0.0,1
20.0,5.0,0.05,20.0024,2.7489,17.2536,312.6009,2
20.0,20.0,0.05,0.0,0.0,0.0,0.0,1
20.0,20.0,0.05,16.8377,2.4253,14.4124,408.9858,2
20.0,40.0,0.05,0.0,0.0,0.0,0.0,1
20.0,40.0,0.05,15.9083,2.2557,13.6526,451.6403,2
20.0,60.0,0.05,0.0,0.0,0.0,0.0,1
20.0,60.0,0.05,17.276,2.2722,15.0039,475.5979,2
20.0,80.0,0.05,0.0,0.0,0.0,0.0,1
20.0,80.0,0.05,19.0269,2.2188,16.8081,474.4506,2
20.0,100.0,0.05,0.0,0.0,0.0,0.0,1
20.0,100.0,0.05,20.3951,1.7971,18.598,455.5378,2
30.0,5.0,0.05,0.0,0.0,0.0,0.0,1
30.0,5.0,0.05,19.1358,2.8088,16.327,315.5763,2
30.0,20.0,0.05,0.0,0.0,0.0,0.0,1
30.0,20.0,0.05,16.3849,2.4466,13.9383,400.3043,2
30.0,40.0,0.05,0.0,0.0,0.0,0.0,1
30.0,40.0,0.05,16.1976,2.4516,13.746,441.7841,2
30.0,60.0,0.05,0.0,0.0,0.0,0.0,1
30.0,60.0,0.05,15.9132,2.2238,13.6894,452.2412,2
30.0,80.0,0.05,0.0,0.0,0.0,0.0,1
30.0,80.0,0.05,18.3472,2.227,16.1202,453.8493,2
30.0,100.0,0.05,0.0,0.0,0.0,0.0,1
30.0,100.0,0.05,20.96,2.0235,18.9365,437.9036,2
40.0,5.0,0.05,0.0,0.0,0.0,0.0,1
40.0,5.0,0.05,17.75,2.7015,15.0485,297.1913,2
40.0,20.0,0.05,0.0,0.0,0.0,0.0,1
40.0,20.0,0.05,15.7705,2.4733,13.2972,373.8921,2
40.0,40.0,0.05,0.0,0.0,0.0,0.0,1
40.0,40.0,0.05,15.5313,2.5056,13.0257,412.3784,2
40.0,60.0,0.05,0.0,0.0,0.0,0.0,1
40.0,60.0,0.05,15.9779,2.3838,13.5941,422.7545,2
40.0,80.0,0.05,0.0,0.0,0.0,0.0,1
40.0,80.0,0.05,17.9379,2.172,15.7659,423.2663,2
40.0,100.0,0.05,0.0,0.0,0.0,0.0,1
40.0,100.0,0.05,21.9316,2.3761,19.5555,414.5403,2
-20.0,5.0,0.1,0.0,0.0,0.0,0.0,1
-20.0,5.0,0.1,50.861,4.5906,46.2704,39.6919,2
-20.0,20.0,0.1,0.0,0.0,0.0,0.0,1
-20.0,20.0,0.1,26.5772,2.2546,24.3226,173.6667,2
-20.0,40.0,0.1,0.0,0.0,0.0,0.0,1
-20.0,40.0,0.1,21.9767,2.5341,19.4426,269.7718,2
-20.0,60.0,0.1,0.0,0.0,0.0,0.0,1
-20.0,60.0,0.1,20.2496,2.4475,17.8021,323.4995,2
-20.0,80.0,0.1,0.0,0.0,0.0,0.0,1
-20.0,80.0,0.1,20.273,2.5995,17.6735,363.7189,2
-20.0,100.0,0.1,0.0,0.0,0.0,0.0,1
-20.0,100.0,0.1,20.2494,2.3527,17.8967,380.0216,2
-10.0,5.0,0.1,0.0,0.0,0.0,0.0,1
-10.0,5.0,0.1,29.3594,2.2402,27.1192,144.5079,2
-10.0,20.0,0.1,0.0,0.0,0.0,0.0,1
-10.0,20.0,0.1,20.4602,2.1052,18.3549,284.8966,2
-10.0,40.0,0.1,0.0,0.0,0.0,0.0,1
-10.0,40.0,0.1,18.2644,2.0198,16.2446,366.7532,2
-10.0,60.0,0.1,0.0,0.0,0.0,0.0,1
-10.0,60.0,0.1,18.0324,1.9982,16.0342,411.9688,2
-10.0,80.0,0.1,0.0,0.0,0.0,0.0,1
-10.0,80.0,0.1,18.1294,1.8895,16.2399,432.017,2
-10.0,100.0,0.1,0.0,0.0,0.0,0.0,1
-10.0,100.0,0.1,19.3394,1.8097,17.5298,444.3242,2
0.0,5.0,0.1,0.0,0.0,0.0,0.0,1
0.0,5.0,0.1,22.8834,2.1169,20.7665,227.7066,2
0.0,20.0,0.1,0.0,0.0,0.0,0.0,1
0.0,20.0,0.1,17.5034,1.9376,15.5658,356.2606,2
0.0,40.0,0.1,0.0,0.0,0.0,0.0,1
0.0,40.0,0.1,16.4525,1.8338,14.6187,420.1453,2
0.0,60.0,0.1,0.0,0.0,0.0,0.0,1
0.0,60.0,0.1,16.6056,1.8661,14.7395,448.3616,2
0.0,80.0,0.1,0.0,0.0,0.0,0.0,1
0.0,80.0,0.1,17.8895,1.7813,16.1082,467.9352,2
0.0,100.0,0.1,0.0,0.0,0.0,0.0,1
0.0,100.0,0.1,19.7864,1.6082,18.1782,469.5368,2
10.0,5.0,0.1,0.0,0.0,0.0,0.0,1
10.0,5.0,0.1,19.5741,2.132,17.442,276.6165,2
10.0,20.0,0.1,0.0,0.0,0.0,0.0,1
10.0,20.0,0.1,15.955,1.8629,14.0921,386.8737,2
10.0,40.0,0.1,0.0,0.0,0.0,0.0,1
10.0,40.0,0.1,15.5012,1.8175,13.6837,440.3498,2
10.0,60.0,0.1,0.0,0.0,0.0,0.0,1
10.0,60.0,0.1,16.2898,1.8553,14.4346,469.1557,2
10.0,80.0,0.1,0.0,0.0,0.0,0.0,1
10.0,80.0,0.1,17.3883,1.6966,15.6917,471.5973,2
10.0,100.0,0.1,0.0,0.0,0.0,0.0,1
10.0,100.0,0.1,19.1815,1.4641,17.7174,462.9712,2
20.0,5.0,0.1,0.0,0.0,0.0,0.0,1
20.0,5.0,0.1,18.1086,2.2192,15.8895,304.0249,2
20.0,20.0,0.1,0.0,0.0,0.0,0.0,1
20.0,20.0,0.1,15.3116,1.9545,13.3571,399.5274,2
20.0,40.0,0.1,0.0,0.0,0.0,0.0,1
20.0,40.0,0.1,15.1624,1.8726,13.2898,445.4127,2
20.0,60.0,0.1,0.0,0.0,0.0,0.0,1
20.0,60.0,0.1,15.6744,1.8178,13.8566,465.9339,2
20.0,80.0,0.1,0.0,0.0,0.0,0.0,1
20.0,80.0,0.1,16.2692,1.5385,14.7307,458.6164,2
20.0,100.0,0.1,0.0,0.0,0.0,0.0,1
20.0,100.0,0.1,18.5942,1.4091,17.1851,443.4467,2
30.0,5.0,0.1,0.0,0.0,0.0,0.0,1
30.0,5.0,0.1,16.3395,2.0641,14.2754,303.7798,2
30.0,20.0,0.1,0.0,0.0,0.0,0.0,1
30.0,20.0,0.1,14.603,1.9115,12.6915,390.7864,2
30.0,40.0,0.1,0.0,0.0,0.0,0.0,1
30.0,40.0,0.1,14.3144,1.8529,12.4615,430.3509,2
30.0,60.0,0.1,0.0,0.0,0.0,0.0,1
30.0,60.0,0.1,15.3326,1.7859,13.5467,447.6312,2
30.0,80.0,0.1,0.0,0.0,0.0,0.0,1
30.0,80.0,0.1,16.2362,1.6318,14.6043,441.3886,2
30.0,100.0,0.1,0.0,0.0,0.0,0.0,1
30.0,100.0,0.1,19.1564,1.4413,17.7152,425.8505,2
40.0,5.0,0.1,0.0,0.0,0.0,0.0,1
40.0,5.0,0.1,16.0976,2.1632,13.9344,290.5403,2
40.0,20.0,0.1,0.0,0.0,0.0,0.0,1
40.0,20.0,0.1,13.8893,1.9576,11.9317,365.01,2
40.0,40.0,0.1,0.0,0.0,0.0,0.0,1
40.0,40.0,0.1,14.0914,1.923,12.1684,403.7884,2
40.0,60.0,0.1,0.0,0.0,0.0,0.0,1
40.0,60.0,0.1,14.2796,1.6268,12.6528,410.8082,2
40.0,80.0,0.1,0.0,0.0,0.0,0.0,1
40.0,80.0,0.1,16.3782,1.7238,14.6544,413.9019,2
40.0,100.0,0.1,0.0,0.0,0.0,0.0,1
40.0,100.0,0.1,20.2793,1.7218,18.5575,405.7305,2
-20.0,5.0,0.2,0.0,0.0,0.0,0.0,1
-20.0,5.0,0.2,59.8674,0.9731,58.8944,22.5311,2
-20.0,20.0,0.2,0.0,0.0,0.0,0.0,1
-20.0,20.0,0.2,22.8721,0.6019,22.2702,91.7401,2
-20.0,40.0,0.2,0.0,0.0,0.0,0.0,1
-20.0,40.0,0.2,18.3621,1.6224,16.7396,212.657,2
-20.0,60.0,0.2,0.0,0.0,0.0,0.0,1
-20.0,60.0,0.2,17.019,1.5728,15.4461,263.976,2
-20.0,80.0,0.2,0.0,0.0,0.0,0.0,1
-20.0,80.0,0.2,16.8226,1.5933,15.2293,295.2848,2
-20.0,100.0,0.2,0.0,0.0,0.0,0.0,1
-20.0,100.0,0.2,17.1729,1.4815,15.6914,310.8741,2
-10.0,5.0,0.2,0.0,0.0,0.0,0.0,1
-10.0,5.0,0.2,24.8324,1.0639,23.7685,89.5921,2
-10.0,20.0,0.2,0.0,0.0,0.0,0.0,1
-10.0,20.0,0.2,17.1568,1.4871,15.6697,237.2384,2
-10.0,40.0,0.2,0.0,0.0,0.0,0.0,1
-10.0,40.0,0.2,15.3595,1.4037,13.9557,316.9371,2
-10.0,60.0,0.2,0.0,0.0,0.0,0.0,1
-10.0,60.0,0.2,15.0535,1.2466,13.8068,355.1551,2
-10.0,80.0,0.2,0.0,0.0,0.0,0.0,1
-10.0,80.0,0.2,15.6901,1.193,14.4971,377.1386,2
-10.0,100.0,0.2,0.0,0.0,0.0,0.0,1
-10.0,100.0,0.2,16.4817,1.2429,15.2388,379.3169,2
0.0,5.0,0.2,0.0,0.0,0.0,0.0,1
0.0,5.0,0.2,18.9409,1.5534,17.3875,185.9197,2
0.0,20.0,0.2,0.0,0.0,0.0,0.0,1
0.0,20.0,0.2,14.8078,1.2129,13.5949,311.0581,2
0.0,40.0,0.2,0.0,0.0,0.0,0.0,1
0.0,40.0,0.2,13.9878,1.197,12.7909,375.9186,2
0.0,60.0,0.2,0.0,0.0,0.0,0.0,1
0.0,60.0,0.2,14.3925,1.1549,13.2376,406.2836,2
0.0,80.0,0.2,0.0,0.0,0.0,0.0,1
0.0,80.0,0.2,15.3453,1.2403,14.105,417.9128,2
0.0,100.0,0.2,0.0,0.0,0.0,0.0,1
0.0,100.0,0.2,17.0382,1.1992,15.839,412.9113,2
10.0,5.0,0.2,0.0,0.0,0.0,0.0,1
10.0,5.0,0.2,16.5712,1.6115,14.9597,244.1523,2
10.0,20.0,0.2,0.0,0.0,0.0,0.0,1
10.0,20.0,0.2,13.5686,1.2789,12.2896,347.9921,2
10.0,40.0,0.2,0.0,0.0,0.0,0.0,1
10.0,40.0,0.2,13.2656,1.2272,12.0384,402.1885,2
10.0,60.0,0.2,0.0,0.0,0.0,0.0,1
10.0,60.0,0.2,13.7378,1.2448,12.493,425.6077,2
10.0,80.0,0.2,0.0,0.0,0.0,0.0,1
10.0,80.0,0.2,14.9435,1.1817,13.7618,430.5299,2
10.0,100.0,0.2,0.0,0.0,0.0,0.0,1
10.0,100.0,0.2,17.003,1.0837,15.9193,421.8073,2
20.0,5.0,0.2,0.0,0.0,0.0,0.0,1
20.0,5.0,0.2,15.1223,1.6296,13.4928,275.602,2
20.0,20.0,0.2,0.0,0.0,0.0,0.0,1
20.0,20.0,0.2,12.8728,1.3497,11.5231,366.1142,2
20.0,40.0,0.2,0.0,0.0,0.0,0.0,1
20.0,40.0,0.2,12.8741,1.3295,11.5446,413.5051,2
20.0,60.0,0.2,0.0,0.0,0.0,0.0,1
20.0,60.0,0.2,13.3182,1.286,12.0322,429.1816,2
20.0,80.0,0.2,0.0,0.0,0.0,0.0,1
20.0,80.0,0.2,14.9102,1.2729,13.6373,439.1987,2
20.0,100.0,0.2,0.0,0.0,0.0,0.0,1
20.0,100.0,0.2,16.9863,1.1365,15.8499,420.4897,2
30.0,5.0,0.2,0.0,0.0,0.0,0.0,1
30.0,5.0,0.2,14.4331,1.6923,12.7408,285.8273,2
30.0,20.0,0.2,0.0,0.0,0.0,0.0,1
30.0,20.0,0.2,12.5624,1.3553,11.207,365.3116,2
30.0,40.0,0.2,0.0,0.0,0.0,0.0,1
30.0,40.0,0.2,12.4109,1.3843,11.0266,405.1584,2
30.0,60.0,0.2,0.0,0.0,0.0,0.0,1
30.0,60.0,0.2,13.1489,1.3506,11.7983,423.8837,2
30.0,80.0,0.2,0.0,0.0,0.0,0.0,1
30.0,80.0,0.2,14.4428,1.1873,13.2555,417.7711,2
30.0,100.0,0.2,0.0,0.0,0.0,0.0,1
30.0,100.0,0.2,17.5439,1.1345,16.4094,407.5431,2
40.0,5.0,0.2,0.0,0.0,0.0,0.0,1
40.0,5.0,0.2,13.6992,1.6411,12.0581,272.1008,2
40.0,20.0,0.2,0.0,0.0,0.0,0.0,1
40.0,20.0,0.2,12.3275,1.4589,10.8685,347.2688,2
40.0,40.0,0.2,0.0,0.0,0.0,0.0,1
40.0,40.0,0.2,12.1948,1.3911,10.8038,381.8478,2
40.0,60.0,0.2,0.0,0.0,0.0,0.0,1
40.0,60.0,0.2,13.0824,1.3391,11.7434,396.5374,2
40.0,80.0,0.2,0.0,0.0,0.0,0.0,1
40.0,80.0,0.2,14.5441,1.2175,13.3265,392.2719,2
40.0,100.0,0.2,0.0,0.0,0.0,0.0,1
40.0,100.0,0.2,17.886,1.166,16.72,382.0783,2
-20.0,5.0,1.3,0.0,0.0,0.0,0.0,1
-20.0,5.0,1.3,1013564.0456,6264.913,1007299.1326,0.0011,2
-20.0,20.0,1.3,0.0,0.0,0.0,0.0,1
-20.0,20.0,1.3,19337.287,123.4559,19213.8311,0.058,2
-20.0,40.0,1.3,0.0,0.0,0.0,0.0,1
-20.0,40.0,1.3,759.0158,5.2047,753.811,1.509,2
-20.0,60.0,1.3,0.0,0.0,0.0,0.0,1
-20.0,60.0,1.3,23.9928,0.5758,23.417,59.9516,2
-20.0,80.0,1.3,0.0,0.0,0.0,0.0,1
-20.0,80.0,1.3,51.8418,0.4146,51.4272,24.1999,2
-20.0,100.0,1.3,0.0,0.0,0.0,0.0,1
-20.0,100.0,1.3,39.8099,0.3238,39.4861,33.3307,2
-10.0,5.0,1.3,0.0,0.0,0.0,0.0,1
-10.0,5.0,1.3,26027.6162,192.9308,25834.6854,0.0385,2
-10.0,20.0,1.3,0.0,0.0,0.0,0.0,1
-10.0,20.0,1.3,22.4425,0.6624,21.7801,52.0161,2
-10.0,40.0,1.3,0.0,0.0,0.0,0.0,1
-10.0,40.0,1.3,36.3166,0.3953,35.9213,31.1106,2
-10.0,60.0,1.3,0.0,0.0,0.0,0.0,1
-10.0,60.0,1.3,29.4545,0.2978,29.1568,40.6535,2
-10.0,80.0,1.3,0.0,0.0,0.0,0.0,1
-10.0,80.0,1.3,24.978,0.2476,24.7304,53.3425,2
-10.0,100.0,1.3,0.0,0.0,0.0,0.0,1
-10.0,100.0,1.3,24.1497,0.2253,23.9244,61.9213,2
0.0,5.0,1.3,0.0,0.0,0.0,0.0,1
0.0,5.0,1.3,26.5944,0.9546,25.6398,37.0165,2
0.0,20.0,1.3,0.0,0.0,0.0,0.0,1
0.0,20.0,1.3,15.6654,0.5771,15.0883,70.2789,2
0.0,40.0,1.3,0.0,0.0,0.0,0.0,1
0.0,40.0,1.3,24.0784,0.3194,23.759,43.8955,2
0.0,60.0,1.3,0.0,0.0,0.0,0.0,1
0.0,60.0,1.3,14.1045,0.4773,13.6272,103.9632,2
0.0,80.0,1.3,0.0,0.0,0.0,0.0,1
0.0,80.0,1.3,20.9695,0.228,20.7415,67.0031,2
0.0,100.0,1.3,0.0,0.0,0.0,0.0,1
0.0,100.0,1.3,22.7405,0.2132,22.5273,75.0575,2
10.0,5.0,1.3,0.0,0.0,0.0,0.0,1
10.0,5.0,1.3,19.2035,0.8197,18.3838,46.406,2
10.0,20.0,1.3,0.0,0.0,0.0,0.0,1
10.0,20.0,1.3,13.0165,0.5593,12.4572,77.2406,2
10.0,40.0,1.3,0.0,0.0,0.0,0.0,1
10.0,40.0,1.3,19.0508,0.3178,18.733,51.0092,2
10.0,60.0,1.3,0.0,0.0,0.0,0.0,1
10.0,60.0,1.3,13.027,0.4883,12.5387,104.5161,2
10.0,80.0,1.3,0.0,0.0,0.0,0.0,1
10.0,80.0,1.3,14.5974,0.4799,14.1175,116.5898,2
10.0,100.0,1.3,0.0,0.0,0.0,0.0,1
10.0,100.0,1.3,22.5331,0.2221,22.311,77.6518,2
20.0,5.0,1.3,0.0,0.0,0.0,0.0,1
20.0,5.0,1.3,15.371,0.7813,14.5898,51.5422,2
20.0,20.0,1.3,0.0,0.0,0.0,0.0,1
20.0,20.0,1.3,11.3166,0.5999,10.7168,79.7849,2
20.0,40.0,1.3,0.0,0.0,0.0,0.0,1
20.0,40.0,1.3,10.9411,0.5404,10.4007,96.0318,2
20.0,60.0,1.3,0.0,0.0,0.0,0.0,1
20.0,60.0,1.3,12.0487,0.519,11.5297,104.0347,2
20.0,80.0,1.3,0.0,0.0,0.0,0.0,1
20.0,80.0,1.3,18.2497,0.2572,17.9926,67.5468,2
20.0,100.0,1.3,0.0,0.0,0.0,0.0,1
20.0,100.0,1.3,16.9847,0.5038,16.4808,125.4915,2
30.0,5.0,1.3,0.0,0.0,0.0,0.0,1
30.0,5.0,1.3,13.0799,0.8163,12.2636,52.5826,2
30.0,20.0,1.3,0.0,0.0,0.0,0.0,1
30.0,20.0,1.3,10.1812,0.6548,9.5264,77.928,2
30.0,40.0,1.3,0.0,0.0,0.0,0.0,1
30.0,40.0,1.3,10.2158,0.5232,9.6925,92.349,2
30.0,60.0,1.3,0.0,0.0,0.0,0.0,1
30.0,60.0,1.3,11.4766,0.5713,10.9053,98.9444,2
30.0,80.0,1.3,0.0,0.0,0.0,0.0,1
30.0,80.0,1.3,13.7491,0.5381,13.211,107.2717,2
30.0,100.0,1.3,0.0,0.0,0.0,0.0,1
30.0,100.0,1.3,22.8645,0.2669,22.5976,71.4538,2
40.0,5.0,1.3,0.0,0.0,0.0,0.0,1
40.0,5.0,1.3,10.208,0.5209,9.6871,67.3429,2
40.0,20.0,1.3,0.0,0.0,0.0,0.0,1
40.0,20.0,1.3,8.5889,0.4633,8.1256,90.8578,2
40.0,40.0,1.3,0.0,0.0,0.0,0.0,1
40.0,40.0,1.3,8.7742,0.4167,8.3575,105.4863,2
40.0,60.0,1.3,0.0,0.0,0.0,0.0,1
40.0,60.0,1.3,16.4044,0.4082,15.9962,42.1321,2
40.0,80.0,1.3,0.0,0.0,0.0,0.0,1
40.0,80.0,1.3,17.9316,0.3429,17.5887,54.4806,2
40.0,100.0,1.3,0.0,0.0,0.0,0.0,1
40.0,100.0,1.3,24.1964,0.3125,23.8839,63.1055,2
